mmsi,timestamp,latitude,longitude,speed_knots,heading,vessel_type,length
000000001,2024-01-01 00:00:00,40.968351919973536,-69.03645738675884,16.165860395868556,197.48911301314982,cargo,159
000000001,2024-01-01 04:00:00,39.82098576338219,-69.39798087169197,20.318908284436084,35.57580479772912,cargo,284
000000001,2024-01-01 08:00:00,40.44041849518071,-68.95490612357092,13.932339733216413,143.08504775186645,cargo,267
000000001,2024-01-01 12:00:00,39.98682974652759,-68.61415692053404,17.073863751212333,74.07455874931901,cargo,163
000000001,2024-01-01 16:00:00,40.04595303219931,-68.40695225530447,13.362724571542708,300.88567988116847,cargo,299
000000001,2024-01-01 20:00:00,40.20154448343692,-68.6670741426626,13.886915194195568,100.66090218105921,cargo,273
000000001,2024-01-02 00:00:00,40.05444217565691,-67.8856346867921,16.891408130568166,325.7464657260303,cargo,268
000000001,2024-01-02 04:00:00,41.10558199038944,-68.60142521436374,18.437449759596536,90.31289837667367,cargo,291
000000001,2024-01-02 08:00:00,41.09358966612297,-66.40549584075164,15.573638729487655,246.60934591243034,cargo,237
000000001,2024-01-02 12:00:00,40.91430923879232,-66.81997394159602,15.915970356802719,130.73242193983793,cargo,175
000000001,2024-01-02 16:00:00,40.47082260277341,-66.30496293365546,18.543183648542183,159.71175494886631,cargo,167
000000001,2024-01-02 20:00:00,40.146393213260104,-66.1850285212029,17.62769851594313,73.91681327465125,cargo,295
000000001,2024-01-03 00:00:00,40.50233279892107,-64.95048732726706,16.656725637925888,349.23626339293054,cargo,280
000000001,2024-01-03 04:00:00,41.354659774454255,-65.11251837952173,16.23459934036893,86.81956154587158,cargo,230
000000001,2024-01-03 08:00:00,41.449821912215086,-63.39992820989783,14.960159292102292,197.5694899396659,cargo,172
000000001,2024-01-03 12:00:00,40.0581244929413,-63.84058512017484,14.686676154959569,328.4390344168144,cargo,180
000000001,2024-01-03 16:00:00,41.07361254868273,-64.46436426754266,14.406477488729905,98.08677255230617,cargo,165
000000001,2024-01-03 20:00:00,40.8313215439986,-62.759116874973586,15.022507214102315,20.179265358946168,cargo,260
000000001,2024-01-04 00:00:00,41.40444808479783,-62.54848281973701,19.135876415838265,102.04161968514171,cargo,238
000000001,2024-01-04 04:00:00,41.27913212634419,-61.96101625352495,15.939761056658012,355.96137965706197,cargo,200
000000001,2024-01-04 08:00:00,42.25005103888803,-62.02956719890964,17.224573821982183,135.1682792670307,cargo,241
000000001,2024-01-04 12:00:00,41.3434413034461,-61.1282673584663,16.559997754861993,257.06625906755517,cargo,163
000000001,2024-01-04 16:00:00,41.12812619168097,-62.065844979426494,15.880087041229592,73.6422157678279,cargo,295
000000001,2024-01-04 20:00:00,41.30527744883344,-61.46229516271076,14.07454008396008,62.206971491182514,cargo,272
000000001,2024-01-05 00:00:00,41.99292348602645,-60.15767365184136,13.586176164600369,251.47018139047634,cargo,275
000000001,2024-01-05 04:00:00,41.71892059677815,-60.975167827798586,17.907287587064655,175.5125192087902,cargo,164
000000001,2024-01-05 08:00:00,41.11730138370369,-60.927951635471615,15.123407862514963,42.84421245911915,cargo,187
000000001,2024-01-05 12:00:00,42.22122177122275,-59.90412672170175,11.28843139943278,144.8179388393213,cargo,216
000000001,2024-01-05 16:00:00,41.447299432580564,-59.35854737385989,16.18395893493047,70.31648562132682,cargo,184
000000001,2024-01-05 20:00:00,41.9109298868721,-58.06250283894723,14.414503989085018,279.78088981714035,cargo,154
000000001,2024-01-06 00:00:00,42.08955175776963,-59.0986735617265,14.354311210754915,91.09607185521634,cargo,206
000000001,2024-01-06 04:00:00,42.04165967298537,-56.5954803846772,14.726173791572965,296.46707371033483,cargo,209
000000001,2024-01-06 08:00:00,42.54765779097447,-57.61181783033793,12.784069800008126,141.91845278408243,cargo,168
000000001,2024-01-06 12:00:00,41.71261269625767,-56.95749301153739,15.285413610413281,323.0824341579491,cargo,219
000000001,2024-01-06 16:00:00,42.50258753351357,-57.55100170741449,12.65973072864352,70.00695543793756,cargo,291
000000001,2024-01-06 20:00:00,42.90300378802773,-56.45045141365499,16.92604484194925,124.1854623024376,cargo,219
000000001,2024-01-07 00:00:00,42.888612773260604,-56.429264116684806,16.073040292361434,127.64224010204981,cargo,182
000000001,2024-01-07 04:00:00,42.52299661759244,-55.95522520785594,18.702589417237053,40.54502865552945,cargo,287
000000001,2024-01-07 08:00:00,43.25037375441442,-55.33299714732725,11.841969804044107,158.51225328975136,cargo,272
000000001,2024-01-07 12:00:00,42.36394013779252,-54.98404062944388,15.942225221268481,97.93616286543511,cargo,266
000000001,2024-01-07 16:00:00,42.284185783646684,-54.41193455510721,17.595116624130384,357.6204830319085,cargo,151
000000001,2024-01-07 20:00:00,42.673678772994045,-54.42811966326349,13.799068645504294,67.2580638531108,cargo,297
000000001,2024-01-08 00:00:00,43.006909410032556,-53.63314107337179,15.936015201966006,166.06178316871262,cargo,267
000000001,2024-01-08 04:00:00,42.29888845743558,-53.45742233946981,17.547709827992776,73.34905775685218,cargo,150
000000001,2024-01-08 08:00:00,42.51095189617734,-52.74837293740444,14.85514532684124,62.03666849802448,cargo,231
000000001,2024-01-08 12:00:00,42.90592899505627,-52.004380776638264,16.395429712397487,2.1837702218471122,cargo,202
000000001,2024-01-08 16:00:00,43.662677303619525,-51.97552411190196,16.60918438372806,70.14331196561704,cargo,186
000000001,2024-01-08 20:00:00,43.93687443786607,-51.216270101567325,19.93978727055771,184.4250456897257,cargo,161
000000001,2024-01-09 00:00:00,43.02636800762542,-51.286730132568024,13.696393530975376,20.3122238789104,cargo,279
000000001,2024-01-09 04:00:00,43.84568459798364,-50.98345699014709,15.361513231828397,149.09512984835976,cargo,184
000000001,2024-01-09 08:00:00,43.20036188195566,-50.597164808186896,16.82129372526344,63.34523687568873,cargo,184
000000001,2024-01-09 12:00:00,43.67483872347552,-49.65191413736142,17.355548782072535,155.92027242519634,cargo,215
000000001,2024-01-09 16:00:00,42.758889288053886,-49.242579022532766,15.036540092007575,329.78940493671195,cargo,270
000000001,2024-01-09 20:00:00,43.89262213841413,-49.90270799334131,19.385533680933037,84.69569151401726,cargo,215
000000001,2024-01-10 00:00:00,44.011276657235186,-48.624695999592824,15.850884306603037,201.09612250402841,cargo,164
000000001,2024-01-10 04:00:00,43.10303861622381,-48.97508527735327,16.675523710996835,73.50515983756156,cargo,203
000000001,2024-01-10 08:00:00,43.39169916422422,-48.000261232935,16.882223953124875,50.7996173434654,cargo,284
000000001,2024-01-10 12:00:00,43.51539243983095,-47.84860036093399,16.57663499031081,23.280868448427896,cargo,243
000000001,2024-01-10 16:00:00,44.430732328859115,-47.45475500160821,15.416143267077555,146.64128781381248,cargo,153
000000001,2024-01-10 20:00:00,44.04298391459855,-47.1994827383232,13.228054290747101,101.5328552217976,cargo,184
000000001,2024-01-11 00:00:00,43.88547836948809,-46.42758417154393,15.752176906538676,336.0711360535974,cargo,252
000000001,2024-01-11 04:00:00,44.048104644338345,-46.499748253285105,16.211360893236023,345.03140672398706,cargo,289
000000001,2024-01-11 08:00:00,44.46732088034953,-46.61183064918787,16.453394305039357,127.65028112673497,cargo,155
000000001,2024-01-11 12:00:00,43.95091104371111,-45.942474759923236,15.707143359824988,351.09032199228824,cargo,285
000000001,2024-01-11 16:00:00,44.48608363727248,-46.02637316845745,11.90992226719774,96.68680379224497,cargo,238
000000001,2024-01-11 20:00:00,44.33510863412687,-44.73862469126124,16.169358260838084,173.721096270697,cargo,293
000000001,2024-01-12 00:00:00,44.088642281571644,-44.71150640372764,13.49664503742834,188.2876731554162,cargo,167
000000001,2024-01-12 04:00:00,43.37123240817601,-44.816007559435114,14.185045515903099,59.58393548304423,cargo,198
000000001,2024-01-12 08:00:00,43.914560929879,-43.890521137043756,14.461389723138446,18.19559596349785,cargo,183
000000001,2024-01-12 12:00:00,44.82539417072919,-43.5911319820049,14.258195598523134,110.30886114307958,cargo,218
000000001,2024-01-12 16:00:00,44.36695225101251,-42.35239124144389,14.565562399551261,58.88177709754234,cargo,272
000000001,2024-01-12 20:00:00,44.64802239672668,-41.88679081224022,15.741220785737598,43.04068419355201,cargo,238
000000001,2024-01-13 00:00:00,45.267593568764745,-41.30820829572461,16.169954719611898,266.17914726326126,cargo,201
000000001,2024-01-13 04:00:00,45.20229089887808,-42.28600556586339,18.000064264242752,74.6239920744303,cargo,260
000000001,2024-01-13 08:00:00,45.43192575799685,-41.45095584373837,17.702942780401248,146.22172613785807,cargo,286
000000001,2024-01-13 12:00:00,43.949805387101996,-40.45957640310674,16.812942221513932,20.090812383137745,cargo,203
000000001,2024-01-13 16:00:00,45.038315145468516,-40.06143630831422,11.953334195725356,52.71253403929552,cargo,221
000000001,2024-01-13 20:00:00,45.39041747588551,-39.59902611891074,12.687188651967004,225.5038685523649,cargo,166
000000001,2024-01-14 00:00:00,44.804337783647,-40.19550570090962,17.557063535161685,44.924082556530095,cargo,228
000000001,2024-01-14 04:00:00,45.14857421792887,-39.852180293029264,18.678915968292245,80.92694065551507,cargo,166
000000001,2024-01-14 08:00:00,45.32407129846576,-38.75320676916394,17.507788778894643,117.34895522353276,cargo,248
000000001,2024-01-14 12:00:00,44.66075728844278,-37.47074918965369,17.569944537531338,298.3395213996592,cargo,260
000000001,2024-01-14 16:00:00,45.419596978784334,-38.87774156343926,17.158383876180054,110.16468335296508,cargo,254
000000001,2024-01-14 20:00:00,44.884171556826026,-37.419725228361635,18.199423905313758,18.9710213190005,cargo,290
000000001,2024-01-15 00:00:00,45.93853718691603,-37.05727441899609,17.099050420481188,185.4793952667041,cargo,182
000000001,2024-01-15 04:00:00,45.30240800492402,-37.11829581437713,12.308860301064945,34.45981301032873,cargo,241
000000001,2024-01-15 08:00:00,45.971498390889074,-36.65913337131429,15.828174212232692,92.63561363268519,cargo,192
000000001,2024-01-15 12:00:00,45.902986877802796,-35.17080770692306,14.967222285586432,35.10122457099277,cargo,210
000000001,2024-01-15 16:00:00,46.405165428934254,-34.81785467523784,17.979799092405806,239.45511664182766,cargo,260
000000001,2024-01-15 20:00:00,46.03323246901337,-35.44814197574599,13.712401386537298,96.6276401354088,cargo,206
000000001,2024-01-16 00:00:00,45.9091838566132,-34.38053223763447,15.350557383420359,224.4215161057058,cargo,151
000000001,2024-01-16 04:00:00,45.58164958142478,-34.70151853567489,20.760038634081987,109.80554659644986,cargo,199
000000001,2024-01-16 08:00:00,45.15666328239279,-33.52143213352306,16.876546856230455,300.9071484659523,cargo,253
000000001,2024-01-16 12:00:00,45.532589049295304,-34.14938051106463,15.278824793590637,94.38063285972135,cargo,241
000000001,2024-01-16 16:00:00,45.50354700290906,-33.7702701983368,15.597256629189463,84.68834545792703,cargo,209
000000001,2024-01-16 20:00:00,45.630342035545596,-32.40647742127259,14.857898300224695,304.40580950484315,cargo,195
000000001,2024-01-17 00:00:00,46.491283109544455,-33.663576696642835,16.968396481369286,107.61337945029777,cargo,206
000000001,2024-01-17 04:00:00,45.85022357173613,-31.644337110646276,16.551405260988552,13.991142965623851,cargo,181
000000001,2024-01-17 08:00:00,47.3889434013988,-31.26094380751319,13.35750730974166,149.732159391359,cargo,167
000000001,2024-01-17 12:00:00,46.48829457816542,-30.735325049200444,16.840131530442402,266.02396312920234,cargo,264
000000001,2024-01-17 16:00:00,46.42127244181532,-31.699581547141868,17.144524871165267,61.16715988334022,cargo,187
000000001,2024-01-17 20:00:00,47.331979395434686,-30.04525851575669,18.0079755904772,182.98040726820162,cargo,165
000000001,2024-01-18 00:00:00,46.36146620467685,-30.09578817684344,17.22360562204793,39.2649978829657,cargo,209
000000001,2024-01-18 04:00:00,47.008551597577046,-29.56681472168275,12.626185573436345,137.9839596416453,cargo,184
000000001,2024-01-18 08:00:00,45.995884018008454,-28.654491260594174,16.521819753013187,295.13997735265286,cargo,174
000000001,2024-01-18 12:00:00,46.654616585264556,-30.058184276965527,14.720030082444426,121.27728698143858,cargo,219
000000001,2024-01-18 16:00:00,46.09405795616474,-29.135403438771476,16.577898351737772,61.37163279168891,cargo,277
000000001,2024-01-18 20:00:00,46.77987391335619,-27.879008447300784,16.44348758025003,19.384960281604435,cargo,231
000000001,2024-01-19 00:00:00,47.41015075644956,-27.657238876578415,17.96724657406238,188.46522082533104,cargo,242
000000001,2024-01-19 04:00:00,47.07812513976473,-27.706654411303248,19.022640584358044,161.36125426619014,cargo,202
000000001,2024-01-19 08:00:00,46.78349412165337,-27.607278261389762,15.84762035243323,17.95576448926232,cargo,203
000000001,2024-01-19 12:00:00,47.25852411797612,-27.453337025872976,13.955742734520788,103.69193492361148,cargo,157
000000001,2024-01-19 16:00:00,46.80146785782875,-25.577269263951678,11.733425593495303,343.2411559780148,cargo,290
000000001,2024-01-19 20:00:00,48.25970285452509,-26.016393672692292,15.873096118339918,155.39276430829057,cargo,292
000000001,2024-01-20 00:00:00,46.9142429051853,-25.40018847138812,16.442568902367466,88.08284895534592,cargo,263
